LSOA or DZ,Nation,Score,Rank,Decile
S01011189,Scotland,27.39788,2422,4
S01007534,Scotland,27.39573,2423,4
S01013126,Scotland,27.39125,2424,4
S01013466,Scotland,27.37902,2425,4
S01012607,Scotland,27.37052,2426,4
S01010210,Scotland,27.36976,2427,4
S01008302,Scotland,27.3643,2428,4
S01012273,Scotland,27.35966,2429,4
S01007034,Scotland,27.35563,2430,4
S01013206,Scotland,27.35413,2431,4
S01012723,Scotland,27.35249,2432,4
S01010022,Scotland,27.34654,2433,4
S01007574,Scotland,27.34603,2434,4
S01012155,Scotland,27.34276,2435,4
S01010109,Scotland,27.34179,2436,4
S01010360,Scotland,27.34069,2437,4
S01009189,Scotland,27.33805,2438,4
S01010522,Scotland,27.33266,2439,4
S01011322,Scotland,27.3285,2440,4
S01007457,Scotland,27.32756,2441,4
S01009707,Scotland,27.31601,2442,4
S01013011,Scotland,27.30923,2443,4
S01010430,Scotland,27.30808,2444,4
S01012343,Scotland,27.30045,2445,4
S01010261,Scotland,27.28607,2446,4
S01013140,Scotland,27.2792,2447,4
S01010105,Scotland,27.27346,2448,4
S01011227,Scotland,27.26339,2449,4
S01006705,Scotland,27.24476,2450,4
S01010453,Scotland,27.24398,2451,4
S01007488,Scotland,27.23842,2452,4
S01011487,Scotland,27.22865,2453,4
S01009122,Scotland,27.22839,2454,4
S01007036,Scotland,27.22653,2455,4
S01007968,Scotland,27.21255,2456,4
S01010239,Scotland,27.20782,2457,4
S01009552,Scotland,27.20154,2458,4
S01009228,Scotland,27.18836,2459,4
S01007454,Scotland,27.17471,2460,4
S01013217,Scotland,27.17237,2461,4
S01007666,Scotland,27.16379,2462,4
S01011747,Scotland,27.16244,2463,4
S01012255,Scotland,27.16031,2464,4
S01009806,Scotland,27.15243,2465,4
S01011446,Scotland,27.15126,2466,4
S01007851,Scotland,27.14507,2467,4
S01009123,Scotland,27.14012,2468,4
S01010831,Scotland,27.12181,2469,4
S01012222,Scotland,27.12146,2470,4
S01008998,Scotland,27.11762,2471,4
S01009605,Scotland,27.11735,2472,4
S01011041,Scotland,27.11178,2473,4
S01010514,Scotland,27.10761,2474,4
S01006824,Scotland,27.10729,2475,4
S01007290,Scotland,27.0983,2476,4
S01007377,Scotland,27.08588,2477,4
S01011432,Scotland,27.08211,2478,4
S01007680,Scotland,27.07266,2479,4
S01007263,Scotland,27.06192,2480,4
S01010206,Scotland,27.04651,2481,4
S01009238,Scotland,27.04649,2482,4
S01011820,Scotland,27.04532,2483,4
S01011298,Scotland,27.04522,2484,4
S01007857,Scotland,27.0322,2485,4
S01010259,Scotland,27.03036,2486,4
S01007939,Scotland,27.0216,2487,4
S01013043,Scotland,27.01794,2488,4
S01012290,Scotland,27.01334,2489,4
S01007697,Scotland,27.00928,2490,4
S01012783,Scotland,26.99545,2491,4
S01012755,Scotland,26.99522,2492,4
S01010516,Scotland,26.99207,2493,4
S01010776,Scotland,26.98974,2494,4
S01007278,Scotland,26.9854,2495,4
S01008316,Scotland,26.97227,2496,4
S01011758,Scotland,26.96943,2497,4
S01010175,Scotland,26.96611,2498,4
S01011414,Scotland,26.96172,2499,4
S01007665,Scotland,26.95376,2500,4
S01009200,Scotland,26.94968,2501,4
S01011980,Scotland,26.94057,2502,4
S01008470,Scotland,26.93804,2503,4
S01010695,Scotland,26.93671,2504,4
S01009546,Scotland,26.93246,2505,4
S01011490,Scotland,26.93211,2506,4
S01011494,Scotland,26.931,2507,4
S01010780,Scotland,26.91915,2508,4
S01008238,Scotland,26.91607,2509,4
S01011697,Scotland,26.91306,2510,4
S01007844,Scotland,26.8964,2511,4
S01008452,Scotland,26.89398,2512,4
S01006925,Scotland,26.89208,2513,4
S01008459,Scotland,26.88872,2514,4
S01011354,Scotland,26.88116,2515,4
S01011178,Scotland,26.85952,2516,4
S01007104,Scotland,26.8565,2517,4
S01009043,Scotland,26.84959,2518,4
S01010500,Scotland,26.83978,2519,4
S01013454,Scotland,26.83923,2520,4
S01007069,Scotland,26.8333,2521,4
S01013056,Scotland,26.81897,2522,4
S01009500,Scotland,26.81513,2523,4
S01012211,Scotland,26.80467,2524,4
S01008226,Scotland,26.79731,2525,4
S01009741,Scotland,26.79712,2526,4
S01011095,Scotland,26.79696,2527,4
S01006630,Scotland,26.79167,2528,4
S01006952,Scotland,26.77922,2529,4
S01011222,Scotland,26.77492,2530,4
S01011357,Scotland,26.76658,2531,4
S01011369,Scotland,26.76428,2532,4
S01008999,Scotland,26.76405,2533,4
S01012282,Scotland,26.75578,2534,4
S01008029,Scotland,26.74778,2535,4
S01007317,Scotland,26.74744,2536,4
S01012268,Scotland,26.73742,2537,4
S01009841,Scotland,26.73519,2538,4
S01013221,Scotland,26.71118,2539,4
S01007390,Scotland,26.70566,2540,4
S01009062,Scotland,26.70205,2541,4
S01009827,Scotland,26.69963,2542,4
S01009648,Scotland,26.69873,2543,4
S01011717,Scotland,26.69515,2544,4
S01006969,Scotland,26.69418,2545,4
S01011275,Scotland,26.69078,2546,4
S01011696,Scotland,26.68747,2547,4
S01010894,Scotland,26.68506,2548,4
S01012869,Scotland,26.67758,2549,4
S01008975,Scotland,26.67067,2550,4
S01012652,Scotland,26.66937,2551,4
S01012084,Scotland,26.64527,2552,4
S01009083,Scotland,26.6388,2553,4
S01010302,Scotland,26.63714,2554,4
S01008716,Scotland,26.63554,2555,4
S01007296,Scotland,26.62155,2556,4
S01006629,Scotland,26.61279,2557,4
S01007224,Scotland,26.57773,2558,4
S01012596,Scotland,26.5738,2559,4
S01007203,Scotland,26.57093,2560,4
S01013141,Scotland,26.56377,2561,4
S01009141,Scotland,26.55416,2562,4
S01012623,Scotland,26.5511,2563,4
S01013038,Scotland,26.55008,2564,4
S01008919,Scotland,26.53742,2565,4
S01006904,Scotland,26.53694,2566,4
S01013152,Scotland,26.5367,2567,4
S01006805,Scotland,26.53153,2568,4
S01010879,Scotland,26.52193,2569,4
S01009614,Scotland,26.51794,2570,4
S01011276,Scotland,26.51327,2571,4
S01013300,Scotland,26.50669,2572,4
S01011708,Scotland,26.50386,2573,4
S01011031,Scotland,26.4868,2574,4
S01010661,Scotland,26.48229,2575,4
S01007620,Scotland,26.47922,2576,4
S01011821,Scotland,26.4734,2577,4
S01011756,Scotland,26.4685,2578,4
S01011350,Scotland,26.46814,2579,4
S01009258,Scotland,26.46094,2580,4
S01011634,Scotland,26.45096,2581,4
S01009783,Scotland,26.44682,2582,4
S01007661,Scotland,26.42859,2583,4
S01013364,Scotland,26.42245,2584,4
S01012010,Scotland,26.416,2585,4
S01010225,Scotland,26.41366,2586,4
S01011076,Scotland,26.40393,2587,4
S01008266,Scotland,26.39681,2588,4
S01010072,Scotland,26.38426,2589,4
S01009617,Scotland,26.37949,2590,4
S01009874,Scotland,26.37941,2591,4
S01011910,Scotland,26.37681,2592,4
S01010025,Scotland,26.37094,2593,4
S01012890,Scotland,26.36672,2594,4
S01011731,Scotland,26.36208,2595,4
S01008531,Scotland,26.35552,2596,4
S01009781,Scotland,26.35347,2597,4
S01010223,Scotland,26.34914,2598,4
S01006953,Scotland,26.33892,2599,4
S01010304,Scotland,26.33852,2600,4
S01011566,Scotland,26.33616,2601,4
S01011755,Scotland,26.33567,2602,4
S01008263,Scotland,26.33346,2603,4
S01009850,Scotland,26.3258,2604,4
S01012671,Scotland,26.31614,2605,4
S01009100,Scotland,26.31105,2606,4
S01008457,Scotland,26.30796,2607,4
S01012259,Scotland,26.30625,2608,4
S01012624,Scotland,26.29457,2609,4
S01011429,Scotland,26.29105,2610,4
S01009504,Scotland,26.28287,2611,4
S01011713,Scotland,26.26148,2612,4
S01012112,Scotland,26.2492,2613,4
S01008917,Scotland,26.2424,2614,4
S01012172,Scotland,26.24045,2615,4
S01011297,Scotland,26.23934,2616,4
S01008753,Scotland,26.2285,2617,4
S01010310,Scotland,26.2231,2618,4
S01011730,Scotland,26.22082,2619,4
S01007139,Scotland,26.21798,2620,4
S01009697,Scotland,26.21702,2621,4
S01007192,Scotland,26.20031,2622,4
S01006971,Scotland,26.19885,2623,4
S01010208,Scotland,26.19674,2624,4
S01011592,Scotland,26.17766,2625,4
S01011367,Scotland,26.17022,2626,4
S01010510,Scotland,26.16388,2627,4
S01007855,Scotland,26.16124,2628,4
S01007464,Scotland,26.16033,2629,4
S01006923,Scotland,26.15675,2630,4
S01013159,Scotland,26.14526,2631,4
S01013097,Scotland,26.14263,2632,4
S01008138,Scotland,26.13734,2633,4
S01008477,Scotland,26.13353,2634,4
S01007294,Scotland,26.13219,2635,4
S01006830,Scotland,26.13218,2636,4
S01008163,Scotland,26.12118,2637,4
S01013215,Scotland,26.11932,2638,4
S01008451,Scotland,26.11442,2639,4
S01011079,Scotland,26.10921,2640,4
S01012610,Scotland,26.09924,2641,4
S01007622,Scotland,26.08662,2642,4
S01010651,Scotland,26.07768,2643,4
S01006912,Scotland,26.07622,2644,4
S01009160,Scotland,26.07165,2645,4
S01013032,Scotland,26.06978,2646,4
S01011141,Scotland,26.0694,2647,4
S01010752,Scotland,26.05394,2648,4
S01008715,Scotland,26.05283,2649,4
S01009152,Scotland,26.05056,2650,4
S01007570,Scotland,26.04919,2651,4
S01009220,Scotland,26.04907,2652,4
S01012033,Scotland,26.04443,2653,4
S01007003,Scotland,26.03489,2654,4
S01008918,Scotland,26.02089,2655,4
S01011712,Scotland,26.00934,2656,4
S01011788,Scotland,26.00083,2657,4
S01007536,Scotland,25.99538,2658,4
S01009412,Scotland,25.98611,2659,4
S01011279,Scotland,25.98298,2660,4
S01010195,Scotland,25.98027,2661,4
S01007160,Scotland,25.97588,2662,4
S01013128,Scotland,25.97187,2663,4
S01007533,Scotland,25.96934,2664,4
S01006609,Scotland,25.95699,2665,4
S01009936,Scotland,25.95698,2666,4
S01010738,Scotland,25.94677,2667,4
S01008315,Scotland,25.93499,2668,4
S01009071,Scotland,25.92981,2669,4
S01008028,Scotland,25.92868,2670,4
S01007373,Scotland,25.92745,2671,4
S01011801,Scotland,25.92582,2672,4
S01009344,Scotland,25.92378,2673,4
S01011723,Scotland,25.91692,2674,4
S01007395,Scotland,25.91488,2675,4
S01011393,Scotland,25.912,2676,4
S01012909,Scotland,25.90825,2677,4
S01010232,Scotland,25.90168,2678,4
S01010567,Scotland,25.89385,2679,4
S01007107,Scotland,25.88844,2680,4
S01009277,Scotland,25.88346,2681,4
S01006707,Scotland,25.88305,2682,4
S01008954,Scotland,25.87643,2683,4
S01009490,Scotland,25.87462,2684,4
S01013289,Scotland,25.86532,2685,4
S01010445,Scotland,25.86487,2686,4
S01008143,Scotland,25.86139,2687,4
S01007120,Scotland,25.85634,2688,4
S01007938,Scotland,25.85577,2689,4
S01009143,Scotland,25.85467,2690,4
S01011927,Scotland,25.85407,2691,4
S01007935,Scotland,25.84233,2692,4
S01007517,Scotland,25.84137,2693,4
S01008789,Scotland,25.84136,2694,4
S01011448,Scotland,25.83371,2695,4
S01007695,Scotland,25.81922,2696,4
S01009207,Scotland,25.81541,2697,4
S01011456,Scotland,25.78998,2698,4
S01009688,Scotland,25.77959,2699,4
S01011163,Scotland,25.7729,2700,4
S01007592,Scotland,25.76318,2701,4
S01008922,Scotland,25.75835,2702,4
S01011012,Scotland,25.74096,2703,4
S01009501,Scotland,25.73919,2704,4
S01009222,Scotland,25.73797,2705,4
S01012323,Scotland,25.73617,2706,4
S01012357,Scotland,25.72226,2707,4
S01010329,Scotland,25.71945,2708,4
S01010521,Scotland,25.71375,2709,4
S01010194,Scotland,25.71032,2710,4
S01011157,Scotland,25.70322,2711,4
S01006956,Scotland,25.69611,2712,4
S01007953,Scotland,25.67822,2713,4
S01009984,Scotland,25.66737,2714,4
S01008265,Scotland,25.66109,2715,4
S01011187,Scotland,25.65588,2716,4
S01011588,Scotland,25.64556,2717,4
S01011435,Scotland,25.64476,2718,4
S01013480,Scotland,25.63384,2719,4
S01009489,Scotland,25.632,2720,4
S01011635,Scotland,25.63026,2721,4
S01007408,Scotland,25.62351,2722,4
S01009197,Scotland,25.61696,2723,4
S01011044,Scotland,25.60038,2724,4
S01006742,Scotland,25.60028,2725,4
S01012635,Scotland,25.59656,2726,4
S01009627,Scotland,25.59074,2727,4
S01007184,Scotland,25.58052,2728,4
S01012380,Scotland,25.57243,2729,4
S01013007,Scotland,25.56374,2730,4
S01010197,Scotland,25.562,2731,4
S01011125,Scotland,25.55794,2732,4
S01008756,Scotland,25.55762,2733,4
S01013231,Scotland,25.55712,2734,4
S01008570,Scotland,25.5511,2735,4
S01007385,Scotland,25.55003,2736,4
S01013204,Scotland,25.54856,2737,4
S01011918,Scotland,25.54583,2738,4
S01010622,Scotland,25.53933,2739,4
S01010708,Scotland,25.53147,2740,4
S01013041,Scotland,25.52634,2741,4
S01009227,Scotland,25.51526,2742,4
S01012294,Scotland,25.51348,2743,4
S01010932,Scotland,25.51264,2744,4
S01010444,Scotland,25.50743,2745,4
S01010707,Scotland,25.50286,2746,4
S01011204,Scotland,25.50225,2747,4
S01007206,Scotland,25.49917,2748,4
S01011545,Scotland,25.49661,2749,4
S01012558,Scotland,25.49396,2750,4
S01010501,Scotland,25.49191,2751,4
S01009418,Scotland,25.48994,2752,4
S01009194,Scotland,25.47554,2753,4
S01012697,Scotland,25.47025,2754,4
S01006795,Scotland,25.46957,2755,4
S01007159,Scotland,25.46687,2756,4
S01007537,Scotland,25.45008,2757,4
S01007449,Scotland,25.43695,2758,4
S01013177,Scotland,25.42011,2759,4
S01007144,Scotland,25.41244,2760,4
S01010517,Scotland,25.40724,2761,4
S01011330,Scotland,25.40458,2762,4
S01007086,Scotland,25.3984,2763,4
S01010755,Scotland,25.39821,2764,4
S01011590,Scotland,25.39703,2765,4
S01010819,Scotland,25.38991,2766,4
S01007234,Scotland,25.38788,2767,4
S01013247,Scotland,25.37148,2768,4
S01009638,Scotland,25.37142,2769,4
S01010456,Scotland,25.36961,2770,4
S01011419,Scotland,25.35108,2771,4
S01008272,Scotland,25.33849,2772,4
S01009431,Scotland,25.3348,2773,4
S01007826,Scotland,25.33301,2774,4
S01007986,Scotland,25.3321,2775,4
S01012495,Scotland,25.32815,2776,4
S01009594,Scotland,25.32516,2777,4
S01009575,Scotland,25.30982,2778,4
S01007635,Scotland,25.3091,2779,4
S01007586,Scotland,25.28709,2780,4
S01009618,Scotland,25.28629,2781,4
S01011768,Scotland,25.28563,2782,4
S01013336,Scotland,25.28527,2783,4
S01007609,Scotland,25.28386,2784,4
S01009286,Scotland,25.27728,2785,4
S01012810,Scotland,25.25568,2786,4
S01007118,Scotland,25.25154,2787,4
S01007156,Scotland,25.23414,2788,4
S01012059,Scotland,25.23262,2789,4
S01013202,Scotland,25.22288,2790,4
S01010632,Scotland,25.22173,2791,5
S01009191,Scotland,25.21417,2792,5
S01006920,Scotland,25.20505,2793,5
S01007270,Scotland,25.20481,2794,5
S01009982,Scotland,25.20402,2795,5
S01011255,Scotland,25.20017,2796,5
S01009235,Scotland,25.19192,2797,5
S01011092,Scotland,25.1842,2798,5
S01009086,Scotland,25.17904,2799,5
S01011706,Scotland,25.17782,2800,5
S01012102,Scotland,25.16983,2801,5
S01012788,Scotland,25.15715,2802,5
S01011845,Scotland,25.15467,2803,5
S01010835,Scotland,25.15422,2804,5
S01011391,Scotland,25.15025,2805,5
S01009579,Scotland,25.14949,2806,5
S01009600,Scotland,25.1481,2807,5
S01010272,Scotland,25.13725,2808,5
S01007432,Scotland,25.13691,2809,5
S01011010,Scotland,25.13627,2810,5
S01007828,Scotland,25.1336,2811,5
S01013040,Scotland,25.13196,2812,5
S01006724,Scotland,25.1294,2813,5
S01009407,Scotland,25.12856,2814,5
S01008313,Scotland,25.1266,2815,5
S01007959,Scotland,25.12527,2816,5
S01008705,Scotland,25.11525,2817,5
S01009430,Scotland,25.10907,2818,5
S01009790,Scotland,25.10832,2819,5
S01013096,Scotland,25.10544,2820,5
S01011237,Scotland,25.07129,2821,5
S01009212,Scotland,25.06935,2822,5
S01006968,Scotland,25.06006,2823,5
S01010558,Scotland,25.05952,2824,5
S01013368,Scotland,25.04353,2825,5
S01009406,Scotland,25.03148,2826,5
S01011451,Scotland,25.01686,2827,5
S01012617,Scotland,25.01479,2828,5
S01013414,Scotland,25.01217,2829,5
S01009425,Scotland,25.00222,2830,5
S01013050,Scotland,25.00122,2831,5
S01009180,Scotland,24.99823,2832,5
S01010297,Scotland,24.99757,2833,5
S01011020,Scotland,24.99607,2834,5
S01011373,Scotland,24.99006,2835,5
S01007254,Scotland,24.98069,2836,5
S01009524,Scotland,24.9738,2837,5
S01007538,Scotland,24.96854,2838,5
S01011976,Scotland,24.95648,2839,5
S01008140,Scotland,24.9493,2840,5
S01010724,Scotland,24.94873,2841,5
S01011638,Scotland,24.94527,2842,5
S01010712,Scotland,24.93951,2843,5
S01011746,Scotland,24.93247,2844,5
S01007384,Scotland,24.92813,2845,5
S01013160,Scotland,24.92392,2846,5
S01013433,Scotland,24.91466,2847,5
S01008204,Scotland,24.91167,2848,5
S01009217,Scotland,24.90203,2849,5
S01011720,Scotland,24.89573,2850,5
S01012549,Scotland,24.89178,2851,5
S01009835,Scotland,24.88034,2852,5
S01011342,Scotland,24.87758,2853,5
S01013429,Scotland,24.87539,2854,5
S01010328,Scotland,24.87324,2855,5
S01011618,Scotland,24.87037,2856,5
S01008200,Scotland,24.868,2857,5
S01008283,Scotland,24.85541,2858,5
S01007580,Scotland,24.84037,2859,5
S01006987,Scotland,24.83334,2860,5
S01013299,Scotland,24.8266,2861,5
S01013020,Scotland,24.82071,2862,5
S01009428,Scotland,24.81672,2863,5
S01011762,Scotland,24.81047,2864,5
S01011733,Scotland,24.80731,2865,5
S01011398,Scotland,24.80134,2866,5
S01011803,Scotland,24.80114,2867,5
S01009897,Scotland,24.79165,2868,5
S01007864,Scotland,24.78733,2869,5
S01010557,Scotland,24.78521,2870,5
S01011332,Scotland,24.78447,2871,5
S01012295,Scotland,24.7841,2872,5
S01009151,Scotland,24.78379,2873,5
S01008239,Scotland,24.7739,2874,5
S01010196,Scotland,24.75716,2875,5
S01009599,Scotland,24.73884,2876,5
S01007460,Scotland,24.73122,2877,5
S01012850,Scotland,24.72043,2878,5
S01011262,Scotland,24.7189,2879,5
S01010838,Scotland,24.71493,2880,5
S01007127,Scotland,24.71388,2881,5
S01008289,Scotland,24.70068,2882,5
S01011232,Scotland,24.69846,2883,5
S01013021,Scotland,24.69075,2884,5
S01011559,Scotland,24.68727,2885,5
S01011115,Scotland,24.67902,2886,5
S01010536,Scotland,24.67523,2887,5
S01012444,Scotland,24.67402,2888,5
S01010846,Scotland,24.67298,2889,5
S01012760,Scotland,24.6728,2890,5
S01007599,Scotland,24.66241,2891,5
S01010299,Scotland,24.65548,2892,5
S01011151,Scotland,24.65238,2893,5
S01007514,Scotland,24.64956,2894,5
S01011415,Scotland,24.63919,2895,5
S01007987,Scotland,24.63866,2896,5
S01011019,Scotland,24.63621,2897,5
S01011979,Scotland,24.63109,2898,5
S01008235,Scotland,24.62925,2899,5
S01006926,Scotland,24.62834,2900,5
S01008192,Scotland,24.60917,2901,5
S01009727,Scotland,24.59993,2902,5
S01012452,Scotland,24.59913,2903,5
S01008227,Scotland,24.59843,2904,5
S01011709,Scotland,24.5971,2905,5
S01012756,Scotland,24.59307,2906,5
S01012956,Scotland,24.59251,2907,5
S01010794,Scotland,24.58969,2908,5
S01011763,Scotland,24.58461,2909,5
S01008923,Scotland,24.58106,2910,5
S01010716,Scotland,24.57486,2911,5
S01012609,Scotland,24.5668,2912,5
S01012576,Scotland,24.56533,2913,5
S01011625,Scotland,24.56415,2914,5
S01007450,Scotland,24.56397,2915,5
S01009334,Scotland,24.56267,2916,5
S01010809,Scotland,24.55494,2917,5
S01011769,Scotland,24.55227,2918,5
S01010452,Scotland,24.54712,2919,5
S01007593,Scotland,24.54483,2920,5
S01011557,Scotland,24.54395,2921,5
S01011661,Scotland,24.53117,2922,5
S01009539,Scotland,24.52176,2923,5
S01012793,Scotland,24.52079,2924,5
S01008565,Scotland,24.51719,2925,5
S01013329,Scotland,24.5074,2926,5
S01006703,Scotland,24.50575,2927,5
S01006990,Scotland,24.49299,2928,5
S01010449,Scotland,24.49219,2929,5
S01011093,Scotland,24.48675,2930,5
S01007604,Scotland,24.48134,2931,5
S01009242,Scotland,24.47739,2932,5
S01011017,Scotland,24.46268,2933,5
S01011734,Scotland,24.44438,2934,5
S01009468,Scotland,24.4316,2935,5
S01011128,Scotland,24.42969,2936,5
S01011825,Scotland,24.42631,2937,5
S01011555,Scotland,24.42523,2938,5
S01007701,Scotland,24.42522,2939,5
S01009182,Scotland,24.41665,2940,5
S01009717,Scotland,24.41092,2941,5
S01009459,Scotland,24.41003,2942,5
S01010753,Scotland,24.40262,2943,5
S01013229,Scotland,24.40131,2944,5
S01011993,Scotland,24.40078,2945,5
S01007696,Scotland,24.39818,2946,5
S01009808,Scotland,24.39604,2947,5
S01007934,Scotland,24.39412,2948,5
S01013149,Scotland,24.38992,2949,5
S01008194,Scotland,24.3889,2950,5
S01012034,Scotland,24.38874,2951,5
S01012004,Scotland,24.38458,2952,5
S01009170,Scotland,24.37858,2953,5
S01011153,Scotland,24.37531,2954,5
S01012865,Scotland,24.36653,2955,5
S01013150,Scotland,24.36099,2956,5
S01010843,Scotland,24.36007,2957,5
S01013008,Scotland,24.35462,2958,5
S01012753,Scotland,24.35208,2959,5
S01012024,Scotland,24.35023,2960,5
S01011817,Scotland,24.34878,2961,5
S01012293,Scotland,24.33322,2962,5
S01008106,Scotland,24.32856,2963,5
S01007174,Scotland,24.32519,2964,5
S01010726,Scotland,24.31589,2965,5
S01009610,Scotland,24.31325,2966,5
S01010562,Scotland,24.31196,2967,5
S01007840,Scotland,24.30701,2968,5
S01013410,Scotland,24.28912,2969,5
S01009812,Scotland,24.28149,2970,5
S01012884,Scotland,24.27576,2971,5
S01009164,Scotland,24.27416,2972,5
S01009285,Scotland,24.27405,2973,5
S01010454,Scotland,24.26904,2974,5
S01013101,Scotland,24.24566,2975,5
S01007396,Scotland,24.2441,2976,5
S01012776,Scotland,24.24176,2977,5
S01009142,Scotland,24.23278,2978,5
S01013077,Scotland,24.2203,2979,5
S01006892,Scotland,24.21208,2980,5
S01011278,Scotland,24.20522,2981,5
S01012891,Scotland,24.19822,2982,5
S01009424,Scotland,24.18367,2983,5
S01008706,Scotland,24.16877,2984,5
S01011013,Scotland,24.16632,2985,5
S01011135,Scotland,24.15028,2986,5
S01008709,Scotland,24.14175,2987,5
S01006801,Scotland,24.13569,2988,5
S01007276,Scotland,24.12435,2989,5
S01012704,Scotland,24.12204,2990,5
S01007581,Scotland,24.12176,2991,5
S01012214,Scotland,24.12068,2992,5
S01007772,Scotland,24.10968,2993,5
S01011324,Scotland,24.10065,2994,5
S01009573,Scotland,24.08039,2995,5
S01011208,Scotland,24.06875,2996,5
S01011589,Scotland,24.06312,2997,5
S01009724,Scotland,24.05649,2998,5
S01012338,Scotland,24.0514,2999,5
S01007445,Scotland,24.04435,3000,5
S01008924,Scotland,24.04329,3001,5
S01011736,Scotland,24.0423,3002,5
S01011408,Scotland,24.04088,3003,5
S01007207,Scotland,24.03861,3004,5
S01011108,Scotland,24.02684,3005,5
S01012647,Scotland,24.02111,3006,5
S01008475,Scotland,24.01846,3007,5
S01010797,Scotland,24.01035,3008,5
S01013328,Scotland,24.00775,3009,5
S01011974,Scotland,24.00225,3010,5
S01008162,Scotland,23.98434,3011,5
S01013243,Scotland,23.98157,3012,5
